Ticker,Code,Name
EL,GOOG/NYSE_EL,Estee Lauder Cos. Inc.
ESV,GOOG/NYSE_ESV,ENSCO PLC
OMC,GOOG/NYSE_OMC,Omnicom Group Inc.
IP,GOOG/NYSE_IP,International Paper Co.
AGU,GOOG/NYSE_AGU,Agrium Inc.
AUY,GOOG/NYSE_AUY,Yamana Gold Inc.
KR,GOOG/NYSE_KR,Kroger Co.
CF,GOOG/NYSE_CF,CF Industries Holdings Inc.
SDRL,GOOG/NYSE_SDRL,SeaDrill Ltd.
K,GOOG/NYSE_K,Kellogg Co.
SRE,GOOG/NYSE_SRE,Sempra Energy
CI,GOOG/NYSE_CI,Cigna Corp.
PGR,GOOG/NYSE_PGR,Progressive Corp.
VRX,GOOG/NYSE_VRX,Valeant Pharmaceuticals International Inc.
XEL,GOOG/NYSE_XEL,Xcel Energy Inc.
CCI,GOOG/NYSE_CCI,Crown Castle International Corp.
AMP,GOOG/NYSE_AMP,Ameriprise Financial Inc.
CP,GOOG/NYSE_CP,Canadian Pacific Railway Ltd.
VFC,GOOG/NYSE_VFC,VF Corp.
KGC,GOOG/NYSE_KGC,Kinross Gold Corp.
IR,GOOG/NYSE_IR,Ingersoll-Rand Co. Ltd.
EIX,GOOG/NYSE_EIX,Edison International
KSS,GOOG/NYSE_KSS,Kohl's Corp.
FTI,GOOG/NYSE_FTI,FMC Technologies Inc.
JNPR,GOOG/NYSE_JNPR,Juniper Networks Inc.
MUR,GOOG/NYSE_MUR,Murphy Oil Corp.
SWK,GOOG/NYSE_SWK,Stanley Black & Decker Inc.
AVB,GOOG/NYSE_AVB,Avalonbay Communities Inc.
NUE,GOOG/NYSE_NUE,Nucor Corp.
SLF,GOOG/NYSE_SLF,Sun Life Financial Inc.
WFT,GOOG/NYSE_WFT,Weatherford International Ltd.
AIG,GOOG/NYSE_AIG,American International Group Inc.
GWW,GOOG/NYSE_GWW,W.W. Grainger Inc.
DOV,GOOG/NYSE_DOV,Dover Corp.
SWN,GOOG/NYSE_SWN,Southwestern Energy Co.
CMG,GOOG/NYSE_CMG,Chipotle Mexican Grill Inc.
TI,GOOG/NYSE_TI,Telecom Italia S.p.A.
CCL,GOOG/NYSE_CCL,Carnival Corp.
ZMH,GOOG/NYSE_ZMH,Zimmer Holdings Inc.
STI,GOOG/NYSE_STI,SunTrust Banks Inc.
ETR,GOOG/NYSE_ETR,Entergy Corp.
SLE,GOOG/NYSE_SLE,Sara Lee Corp.
ROK,GOOG/NYSE_ROK,Rockwell Automation Corp.
NJ,GOOG/NYSE_NJ,Nidec Corp.
LTD,GOOG/NYSE_LTD,Limited Brands Inc.
CXO,GOOG/NYSE_CXO,Concho Resources Inc.
EC,GOOG/NYSE_EC,Ecopetrol S.A.
MMI,GOOG/NYSE_MMI,Motorola Mobility Holdings Inc.
KUB,GOOG/NYSE_KUB,Kubota Corp.
TV,GOOG/NYSE_TV,Grupo Televisa S.A. de C.V.
XRX,GOOG/NYSE_XRX,Xerox Corp.
ADI,GOOG/NYSE_ADI,Analog Devices Inc.
GFI,GOOG/NYSE_GFI,Gold Fields Ltd.
CHT,GOOG/NYSE_CHT,Chunghwa Telecom Co. Ltd.
HST,GOOG/NYSE_HST,Host Hotels & Resorts Inc.
WY,GOOG/NYSE_WY,Weyerhaeuser Co.
IVZ,GOOG/NYSE_IVZ,INVESCO Ltd.
CAG,GOOG/NYSE_CAG,ConAgra Foods Inc.
HOG,GOOG/NYSE_HOG,Harley-Davidson Inc.
NXY,GOOG/NYSE_NXY,Nexen Inc.
AA,GOOG/NYSE_AA,Alcoa Inc.
WU,GOOG/NYSE_WU,Western Union Co.
TDC,GOOG/NYSE_TDC,Teradata Corp.
FLR,GOOG/NYSE_FLR,Fluor Corp.
AZO,GOOG/NYSE_AZO,AutoZone Inc.
RUK,GOOG/NYSE_RUK,Reed Elsevier PLC
HOT,GOOG/NYSE_HOT,Starwood Hotels & Resorts Worldwide Inc.
RL,GOOG/NYSE_RL,Ralph Lauren Corp. Cl A
RRC,GOOG/NYSE_RRC,Range Resources Corp.
AES,GOOG/NYSE_AES,AES Corp.
TRI,GOOG/NYSE_TRI,Thomson Reuters Corp.
IX,GOOG/NYSE_IX,Orix Corp.
MGA,GOOG/NYSE_MGA,Magna International Inc.
BCE,GOOG/NYSE_BCE,BCE Inc.
HCN,GOOG/NYSE_HCN,Health Care REIT Inc.
MTB,GOOG/NYSE_MTB,M&T Bank Corp.
MAR,GOOG/NYSE_MAR,Marriott International Inc. Cl A
NE,GOOG/NYSE_NE,Noble Corp.
ABC,GOOG/NYSE_ABC,AmerisourceBergen Corp.
ICE,GOOG/NYSE_ICE,IntercontinentalExchange Inc.
BG,GOOG/NYSE_BG,Bunge Ltd.
CBE,GOOG/NYSE_CBE,Cooper Industries PLC Cl A
CCJ,GOOG/NYSE_CCJ,Cameco Corp.
BTU,GOOG/NYSE_BTU,Peabody Energy Corp.
CLF,GOOG/NYSE_CLF,Cliffs Natural Resources Inc.
GPC,GOOG/NYSE_GPC,Genuine Parts Co.
RHT,GOOG/NYSE_RHT,Red Hat Inc.
PWE,GOOG/NYSE_PWE,Penn West Petroleum Ltd.
JOY,GOOG/NYSE_JOY,Joy Global Inc.
MBT,GOOG/NYSE_MBT,Mobile Telesystems
HSY,GOOG/NYSE_HSY,Hershey Co.
TS,GOOG/NYSE_TS,Tenaris S.A.
TTM,GOOG/NYSE_TTM,Tata Motors Ltd.
APH,GOOG/NYSE_APH,Amphenol Corp. Cl A
COL,GOOG/NYSE_COL,Rockwell Collins Inc.
BSX,GOOG/NYSE_BSX,Boston Scientific Corp.
DTE,GOOG/NYSE_DTE,DTE Energy Co.
WDC,GOOG/NYSE_WDC,Western Digital Corp.
HIG,GOOG/NYSE_HIG,Hartford Financial Services Group Inc.
ENL,GOOG/NYSE_ENL,Reed Elsevier N.V.
ROP,GOOG/NYSE_ROP,Roper Industries Inc.
RSG,GOOG/NYSE_RSG,Republic Services Inc.
CLX,GOOG/NYSE_CLX,Clorox Co.
LH,GOOG/NYSE_LH,Laboratory Corp. of America Holdings
BWA,GOOG/NYSE_BWA,BorgWarner Inc.
DGX,GOOG/NYSE_DGX,Quest Diagnostics Inc.
CCE,GOOG/NYSE_CCE,Coca-Cola Enterprises Inc.
AEG,GOOG/NYSE_AEG,Aegon N.V.
SHW,GOOG/NYSE_SHW,Sherwin-Williams Co.
SNN,GOOG/NYSE_SNN,Smith & Nephew PLC
JWN,GOOG/NYSE_JWN,Nordstrom Inc.
CHU,GOOG/NYSE_CHU,China Unicom (Hong Kong) Ltd.
SJM,GOOG/NYSE_SJM,J.M. Smucker Co.
BEAM,GOOG/NYSE_BEAM,Beam Inc.
EW,GOOG/NYSE_EW,Edwards Lifesciences Corp.
TU,GOOG/NYSE_TU,TELUS Corp. Non Voting shares
VMW,GOOG/NYSE_VMW,VMware Inc.
DNR,GOOG/NYSE_DNR,Denbury Resources Inc.
THI,GOOG/NYSE_THI,Tim Hortons Inc.
DPS,GOOG/NYSE_DPS,Dr Pepper Snapple Group Inc.
TIF,GOOG/NYSE_TIF,Tiffany & Co.
FRX,GOOG/NYSE_FRX,Forest Laboratories Inc.
EGO,GOOG/NYSE_EGO,Eldorado Gold Corp.
PFG,GOOG/NYSE_PFG,Principal Financial Group Inc.
CHA,GOOG/NYSE_CHA,China Telecom Corp. Ltd.
CNX,GOOG/NYSE_CNX,Consol Energy Inc.
AVP,GOOG/NYSE_AVP,Avon Products Inc.
BCR,GOOG/NYSE_BCR,C.R. Bard Inc.
SID,GOOG/NYSE_SID,Companhia Siderurgica Nacional
OKE,GOOG/NYSE_OKE,ONEOK Inc.
DVA,GOOG/NYSE_DVA,DaVita Inc.
FIS,GOOG/NYSE_FIS,Fidelity National Information Services Inc.
WAT,GOOG/NYSE_WAT,Waters Corp.
NYX,GOOG/NYSE_NYX,NYSE Euronext
CIT,GOOG/NYSE_CIT,CIT Group Inc.
EQT,GOOG/NYSE_EQT,EQT Corp.
DAL,GOOG/NYSE_DAL,Delta Air Lines Inc.
RBS,GOOG/NYSE_RBS,Royal Bank of Scotland Group PLC
WEC,GOOG/NYSE_WEC,Wisconsin Energy Corp.
SJR,GOOG/NYSE_SJR,Shaw Communications Inc. Cl B NV
ABV/C,GOOG/NYSE_ABV/C,Companhia de Bebidas das Americas
VAR,GOOG/NYSE_VAR,Varian Medical Systems Inc.
AME,GOOG/NYSE_AME,Ametek Inc.
AEE,GOOG/NYSE_AEE,Ameren Corp.
HLF,GOOG/NYSE_HLF,Herbalife Ltd.
LNC,GOOG/NYSE_LNC,Lincoln National Corp.
KEY,GOOG/NYSE_KEY,KeyCorp
TXT,GOOG/NYSE_TXT,Textron Inc.
CE,GOOG/NYSE_CE,Celanese Corp. Series A
KIM,GOOG/NYSE_KIM,Kimco Realty Corp.
KSU,GOOG/NYSE_KSU,Kansas City Southern
TLK,GOOG/NYSE_TLK,Telekomunikasi Indonesia
CX,GOOG/NYSE_CX,Cemex S.A.B. de C.V.
LLL,GOOG/NYSE_LLL,L-3 Communications Holdings Inc.
DLR,GOOG/NYSE_DLR,Digital Realty Trust Inc.
CNP,GOOG/NYSE_CNP,CenterPoint Energy Inc.
COG,GOOG/NYSE_COG,Cabot Oil & Gas Corp.
MCO,GOOG/NYSE_MCO,Moody's Corp.
S,GOOG/NYSE_S,Sprint Nextel Corp.
WPI,GOOG/NYSE_WPI,Watson Pharmaceuticals Inc.
XEC,GOOG/NYSE_XEC,Cimarex Energy Co.
BBY,GOOG/NYSE_BBY,Best Buy Co. Inc.
PLL,GOOG/NYSE_PLL,Pall Corp.
WLL,GOOG/NYSE_WLL,Whiting Petroleum Corp.
RF,GOOG/NYSE_RF,Regions Financial Corp.
BF/B,GOOG/NYSE_BF/B,Brown-Forman Corp. Cl B
MAC,GOOG/NYSE_MAC,Macerich Co.
SWY,GOOG/NYSE_SWY,Safeway Inc.
EMN,GOOG/NYSE_EMN,Eastman Chemical Co.
FMC,GOOG/NYSE_FMC,FMC Corp.
CHD,GOOG/NYSE_CHD,Church & Dwight Co.
TAP,GOOG/NYSE_TAP,Molson Coors Brewing Co. Cl B
KMX,GOOG/NYSE_KMX,CarMax Inc.
UMC,GOOG/NYSE_UMC,United Microelectronics Corp.
UNM,GOOG/NYSE_UNM,Unum Group
WYN,GOOG/NYSE_WYN,Wyndham Worldwide Corp.
LUV,GOOG/NYSE_LUV,Southwest Airlines Co.
BTE,GOOG/NYSE_BTE,Baytex Energy Corp.
UAL,GOOG/NYSE_UAL,United Continental Holdings Inc.
CPB,GOOG/NYSE_CPB,Campbell Soup Co.
BVN,GOOG/NYSE_BVN,Compania de Minas Buenaventura S.A.
FLS,GOOG/NYSE_FLS,Flowserve Corp.
NI,GOOG/NYSE_NI,NiSource Inc.
CEG,GOOG/NYSE_CEG,Constellation Energy Group Inc.
HFC,GOOG/NYSE_HFC,HollyFrontier Corp.
PXP,GOOG/NYSE_PXP,Plains Exploration & Production Co.
BLL,GOOG/NYSE_BLL,Ball Corp.
DRI,GOOG/NYSE_DRI,Darden Restaurants Inc.
BAP,GOOG/NYSE_BAP,Credicorp Ltd.
SLG,GOOG/NYSE_SLG,SL Green Realty Corp.
GGP,GOOG/NYSE_GGP,General Growth Properties Inc.
XL,GOOG/NYSE_XL,XL Group PLC
NBR,GOOG/NYSE_NBR,Nabors Industries Ltd.
IHG,GOOG/NYSE_IHG,InterContinental Hotels Group PLC
PCL,GOOG/NYSE_PCL,Plum Creek Timber Co. Inc. REIT
AEM,GOOG/NYSE_AEM,Agnico-Eagle Mines Ltd.
NU,GOOG/NYSE_NU,Northeast Utilities
AAP,GOOG/NYSE_AAP,Advance Auto Parts Inc.
