Ticker,Code,Name
JCP,GOOG/NYSE_JCP,J.C. Penney Co. Inc.
ADS,GOOG/NYSE_ADS,Alliance Data Systems Corp.
HP,GOOG/NYSE_HP,Helmerich & Payne Inc.
ALV,GOOG/NYSE_ALV,Autoliv Inc.
OII,GOOG/NYSE_OII,Oceaneering International Inc.
QEP,GOOG/NYSE_QEP,QEP Resources Inc.
WSH,GOOG/NYSE_WSH,Willis Group Holdings PLC
FRT,GOOG/NYSE_FRT,Federal Realty Investment Trust
ELN,GOOG/NYSE_ELN,Elan Corp. PLC
FDO,GOOG/NYSE_FDO,Family Dollar Stores Inc.
JEC,GOOG/NYSE_JEC,Jacobs Engineering Group Inc.
MKC,GOOG/NYSE_MKC,McCormick & Co. Inc.
CPN,GOOG/NYSE_CPN,Calpine Corp.
ALU,GOOG/NYSE_ALU,Alcatel-Lucent
FNV,GOOG/NYSE_FNV,Franco-Nevada Corp.
HSP,GOOG/NYSE_HSP,Hospira Inc.
CLB,GOOG/NYSE_CLB,Core Laboratories N.V.
DOX,GOOG/NYSE_DOX,Amdocs Ltd.
IAG,GOOG/NYSE_IAG,IAMGOLD Corp.
KEP,GOOG/NYSE_KEP,Korea Electric Power Corp.
AWK,GOOG/NYSE_AWK,American Water Works Co.
CMA,GOOG/NYSE_CMA,Comerica Inc.
ALB,GOOG/NYSE_ALB,Albemarle Corp.
TSN,GOOG/NYSE_TSN,Tyson Foods Inc. Cl A
CFN,GOOG/NYSE_CFN,CareFusion Corp.
GPS,GOOG/NYSE_GPS,Gap Inc.
MTD,GOOG/NYSE_MTD,Mettler-Toledo International Inc.
RAX,GOOG/NYSE_RAX,Rackspace Hosting Inc.
SCCO,GOOG/NYSE_SCCO,Southern Copper Corp.
EOC,GOOG/NYSE_EOC,Empresa Nacional de Electricidad S.A.
NYB,GOOG/NYSE_NYB,New York Community Bancorp Inc.
PHI,GOOG/NYSE_PHI,Philippine Long Distance Telephone Co.
UDR,GOOG/NYSE_UDR,UDR Inc.
AMG,GOOG/NYSE_AMG,Affiliated Managers Group Inc.
DEG,GOOG/NYSE_DEG,Delhaize Group
LUK,GOOG/NYSE_LUK,Leucadia National Corp.
CCK,GOOG/NYSE_CCK,Crown Holdings Inc.
CMS,GOOG/NYSE_CMS,CMS Energy Corp.
CLR,GOOG/NYSE_CLR,Continental Resources Inc.
CBG,GOOG/NYSE_CBG,CBRE Group Inc. Cl A
KBR,GOOG/NYSE_KBR,KBR Inc.
RYN,GOOG/NYSE_RYN,Rayonier Inc. REIT
WHR,GOOG/NYSE_WHR,Whirlpool Corp.
NWL,GOOG/NYSE_NWL,Newell Rubbermaid Inc.
AVT,GOOG/NYSE_AVT,Avnet Inc.
VMC,GOOG/NYSE_VMC,Vulcan Materials Co.
ENR,GOOG/NYSE_ENR,Energizer Holdings Inc.
IPG,GOOG/NYSE_IPG,Interpublic Group of Cos.
ARG,GOOG/NYSE_ARG,Airgas Inc.
IRM,GOOG/NYSE_IRM,Iron Mountain Inc.
TDG,GOOG/NYSE_TDG,TransDigm Group Inc.
SQM,GOOG/NYSE_SQM,Sociedad Quimica y Minera De Chile S.A.
SM,GOOG/NYSE_SM,SM Energy Co.
SCG,GOOG/NYSE_SCG,Scana Corp.
ASX,GOOG/NYSE_ASX,Advanced Semiconductor Engineering Inc.
LPL,GOOG/NYSE_LPL,LG Display Co. Ltd.
MWV,GOOG/NYSE_MWV,MeadWestvaco Corp.
OGE,GOOG/NYSE_OGE,OGE Energy Corp.
WIT,GOOG/NYSE_WIT,Wipro Ltd.
PNW,GOOG/NYSE_PNW,Pinnacle West Capital Corp.
CUK,GOOG/NYSE_CUK,Carnival PLC
EFX,GOOG/NYSE_EFX,Equifax Inc.
TMK,GOOG/NYSE_TMK,Torchmark Corp.
LUX,GOOG/NYSE_LUX,Luxottica Group S.p.A.
SUG,GOOG/NYSE_SUG,Southern Union Co.
DG,GOOG/NYSE_DG,Dollar General Corp.
TPX,GOOG/NYSE_TPX,Tempur-Pedic International Inc.
AGCO,GOOG/NYSE_AGCO,AGCO Corp.
DCI,GOOG/NYSE_DCI,Donaldson Co. Inc.
PVH,GOOG/NYSE_PVH,PVH Corp.
ENI,GOOG/NYSE_ENI,Enersis S.A.
XYL,GOOG/NYSE_XYL,Xylem Inc.
HRB,GOOG/NYSE_HRB,H&R Block Inc.
HRS,GOOG/NYSE_HRS,Harris Corp.
JBL,GOOG/NYSE_JBL,Jabil Circuit Inc.
O,GOOG/NYSE_O,Realty Income Corp.
CSC,GOOG/NYSE_CSC,Computer Sciences Corp.
RDC,GOOG/NYSE_RDC,Rowan Cos. Inc.
NFX,GOOG/NYSE_NFX,Newfield Exploration Co.
LSI,GOOG/NYSE_LSI,LSI Corp.
PAY,GOOG/NYSE_PAY,VeriFone Systems Inc.
NST,GOOG/NYSE_NST,NSTAR
YZC,GOOG/NYSE_YZC,Yanzhou Coal Mining Co. Ltd.
RKT,GOOG/NYSE_RKT,Rock-Tenn Co. Cl A
CVH,GOOG/NYSE_CVH,Coventry Health Care Inc.
STM,GOOG/NYSE_STM,STMicroelectronics N.V.
IVN,GOOG/NYSE_IVN,Ivanhoe Mines Ltd.
LEA,GOOG/NYSE_LEA,Lear Corp.
ESS,GOOG/NYSE_ESS,Essex Property Trust Inc.
GIB,GOOG/NYSE_GIB,CGI Group Inc. Cl A
LNT,GOOG/NYSE_LNT,Alliant Energy Corp.
HMY,GOOG/NYSE_HMY,Harmony Gold Mining Co. Ltd.
TRW,GOOG/NYSE_TRW,TRW Automotive Holdings Corp.
VE,GOOG/NYSE_VE,Veolia Environnement S.A.
ATI,GOOG/NYSE_ATI,Allegheny Technologies Inc.
BCH,GOOG/NYSE_BCH,Banco de Chile
GAS,GOOG/NYSE_GAS,AGL Resources Inc.
TAC,GOOG/NYSE_TAC,Transalta Corp.
CIE,GOOG/NYSE_CIE,Cobalt International Energy Inc.
SPN,GOOG/NYSE_SPN,Superior Energy Services Inc.
IFF,GOOG/NYSE_IFF,International Flavors & Fragrances Inc.
ANR,GOOG/NYSE_ANR,Alpha Natural Resources Inc.
IGT,GOOG/NYSE_IGT,International Game Technology
ARW,GOOG/NYSE_ARW,Arrow Electronics Inc.
BPO,GOOG/NYSE_BPO,Brookfield Office Properties Inc.
MGM,GOOG/NYSE_MGM,MGM Resorts International
CPT,GOOG/NYSE_CPT,Camden Property Trust
ASH,GOOG/NYSE_ASH,Ashland Inc.
CBI,GOOG/NYSE_CBI,Chicago Bridge & Iron Co. N.V.
GNW,GOOG/NYSE_GNW,Genworth Financial Inc. Cl A
IHS,GOOG/NYSE_IHS,IHS Inc. Cl A
POM,GOOG/NYSE_POM,Pepco Holdings Inc.
HCA,GOOG/NYSE_HCA,HCA Holdings Inc.
CGV,GOOG/NYSE_CGV,CGG Veritas
LFL,GOOG/NYSE_LFL,LAN Airlines S.A.
FL,GOOG/NYSE_FL,Foot Locker Inc.
DO,GOOG/NYSE_DO,Diamond Offshore Drilling Inc.
ARE,GOOG/NYSE_ARE,Alexandria Real Estate Equities Inc.
OIS,GOOG/NYSE_OIS,Oil States International Inc.
SKM,GOOG/NYSE_SKM,SK Telecom Co. Ltd.
PRE,GOOG/NYSE_PRE,PartnerRe Ltd.
PWR,GOOG/NYSE_PWR,Quanta Services Inc.
PII,GOOG/NYSE_PII,Polaris Industries Inc.
RMD,GOOG/NYSE_RMD,ResMed Inc.
CPO,GOOG/NYSE_CPO,Corn Products International Inc.
DKS,GOOG/NYSE_DKS,Dick's Sporting Goods Inc.
NRG,GOOG/NYSE_NRG,NRG Energy Inc.
SAI,GOOG/NYSE_SAI,SAIC Inc.
AMD,GOOG/NYSE_AMD,Advanced Micro Devices Inc.
TSS,GOOG/NYSE_TSS,Total System Services Inc.
ANF,GOOG/NYSE_ANF,Abercrombie & Fitch Co.
RGA,GOOG/NYSE_RGA,Reinsurance Group of America Inc.
TEG,GOOG/NYSE_TEG,Integrys Energy Group Inc.
AUO,GOOG/NYSE_AUO,AU Optronics Corp.
SUN,GOOG/NYSE_SUN,Sunoco Inc.
RHI,GOOG/NYSE_RHI,Robert Half International Inc.
ERJ,GOOG/NYSE_ERJ,Embraer S/A
RDY,GOOG/NYSE_RDY,Dr. Reddy's Laboratories Ltd.
SIG,GOOG/NYSE_SIG,Signet Jewelers Ltd.
TKR,GOOG/NYSE_TKR,Timken Co.
HRL,GOOG/NYSE_HRL,Hormel Foods Corp.
MAS,GOOG/NYSE_MAS,Masco Corp.
MSCI,GOOG/NYSE_MSCI,MSCI Inc. Cl A
WLT,GOOG/NYSE_WLT,Walter Energy Inc.
AXS,GOOG/NYSE_AXS,Axis Capital Holdings Ltd.
RAH,GOOG/NYSE_RAH,Ralcorp Holdings Inc.
WRB,GOOG/NYSE_WRB,W.R. Berkley Corp.
GPN,GOOG/NYSE_GPN,Global Payments Inc.
AIZ,GOOG/NYSE_AIZ,Assurant Inc.
DRC,GOOG/NYSE_DRC,Dresser-Rand Group Inc.
RS,GOOG/NYSE_RS,Reliance Steel & Aluminum Co.
DNB,GOOG/NYSE_DNB,Dun & Bradstreet Corp.
STZ,GOOG/NYSE_STZ,Constellation Brands Inc. Cl A
OI,GOOG/NYSE_OI,Owens-Illinois Inc.
X,GOOG/NYSE_X,United States Steel Corp.
VAL,GOOG/NYSE_VAL,Valspar Corp.
HUB/B,GOOG/NYSE_HUB/B,Hubbell Inc. Cl B
TCO,GOOG/NYSE_TCO,Taubman Centers Inc.
WBC,GOOG/NYSE_WBC,WABCO Holdings Inc.
EGN,GOOG/NYSE_EGN,Energen Corp.
MKL,GOOG/NYSE_MKL,Markel Corp.
MLM,GOOG/NYSE_MLM,Martin Marietta Materials Inc.
OCR,GOOG/NYSE_OCR,Omnicare Inc.
RE,GOOG/NYSE_RE,Everest Re Group Ltd.
TSO,GOOG/NYSE_TSO,Tesoro Corp.
SBS,GOOG/NYSE_SBS,Companhia de Saneamento Basico do Estado de Sao Paul
SNI,GOOG/NYSE_SNI,Scripps Networks Interactive Inc. Cl A
UHS,GOOG/NYSE_UHS,Universal Health Services Inc. Cl B
NFG,GOOG/NYSE_NFG,National Fuel Gas Co.
VIP,GOOG/NYSE_VIP,VimpelCom Ltd.
RCL,GOOG/NYSE_RCL,Royal Caribbean Cruises Ltd.
TKC,GOOG/NYSE_TKC,Turkcell Iletisim Hizmetleri A.S.
DHI,GOOG/NYSE_DHI,D.R. Horton Inc.
LRY,GOOG/NYSE_LRY,Liberty Property Trust
AJG,GOOG/NYSE_AJG,Arthur J. Gallagher & Co.
REG,GOOG/NYSE_REG,Regency Centers Corp.
FNF,GOOG/NYSE_FNF,Fidelity National Financial Inc.
ITC,GOOG/NYSE_ITC,ITC Holdings Corp.
SPW,GOOG/NYSE_SPW,SPX Corp.
PCS,GOOG/NYSE_PCS,MetroPCS Communications Inc.
MDU,GOOG/NYSE_MDU,MDU Resources Group Inc.
PNR,GOOG/NYSE_PNR,Pentair Inc.
KEX,GOOG/NYSE_KEX,Kirby Corp.
SEE,GOOG/NYSE_SEE,Sealed Air Corp.
TNB,GOOG/NYSE_TNB,Thomas & Betts Corp.
RNR,GOOG/NYSE_RNR,RenaissanceRe Holdings Ltd.
TUP,GOOG/NYSE_TUP,Tupperware Brands Corp.
ROC,GOOG/NYSE_ROC,Rockwood Holdings Inc.
NVE,GOOG/NYSE_NVE,NV Energy Inc.
COO,GOOG/NYSE_COO,Cooper Cos.
LVLT,GOOG/NYSE_LVLT,Level 3 Communications Inc.
TRH,GOOG/NYSE_TRH,TransAtlantic Holdings Inc.
BRE,GOOG/NYSE_BRE,BRE Properties Inc.
MAN,GOOG/NYSE_MAN,ManpowerGroup
URS,GOOG/NYSE_URS,URS Corp.
LM,GOOG/NYSE_LM,Legg Mason Inc.
MSM,GOOG/NYSE_MSM,MSC Industrial Direct Co.
MD,GOOG/NYSE_MD,Mednax Inc.
KMI,GOOG/NYSE_KMI,Kinder Morgan Inc.
WF,GOOG/NYSE_WF,Woori Finance Holdings Co. Ltd.
FDS,GOOG/NYSE_FDS,FactSet Research Systems Inc.
WPX,GOOG/NYSE_WPX,WPX Energy
WSM,GOOG/NYSE_WSM,Williams-Sonoma Inc.
CCH,GOOG/NYSE_CCH,Coca-Cola Hellenic Bottling Co. S.A.
GCI,GOOG/NYSE_GCI,Gannett Co. Inc.
TE,GOOG/NYSE_TE,Teco Energy Inc.
GDI,GOOG/NYSE_GDI,Gardner Denver Inc.
KMT,GOOG/NYSE_KMT,Kennametal Inc.
SLT,GOOG/NYSE_SLT,Sterlite Industries (India) Ltd.
UPL,GOOG/NYSE_UPL,Ultra Petroleum Corp.
CVC,GOOG/NYSE_CVC,Cablevision Systems Corp.
PT,GOOG/NYSE_PT,Portugal Telecom SGPS S/A
SFD,GOOG/NYSE_SFD,Smithfield Foods Inc.
IT,GOOG/NYSE_IT,Gartner Inc.
RJF,GOOG/NYSE_RJF,Raymond James Financial Inc.
WCN,GOOG/NYSE_WCN,Waste Connections Inc.
SNH,GOOG/NYSE_SNH,Senior Housing Properties Trust
IEX,GOOG/NYSE_IEX,IDEX Corp.
JLL,GOOG/NYSE_JLL,Jones Lang LaSalle Inc.
SNA,GOOG/NYSE_SNA,Snap-On Inc.
WAB,GOOG/NYSE_WAB,Wabtec
DRE,GOOG/NYSE_DRE,Duke Realty Corp.
STR,GOOG/NYSE_STR,Questar Corp.
HAR,GOOG/NYSE_HAR,Harman International Industries Inc.
OC,GOOG/NYSE_OC,Owens Corning
LEN,GOOG/NYSE_LEN,Lennar Corp. Cl A
GRA,GOOG/NYSE_GRA,W.R. Grace & Co.
SLH,GOOG/NYSE_SLH,Solera Holdings Inc.
UFS,GOOG/NYSE_UFS,Domtar Corp.
KT,GOOG/NYSE_KT,KT Corp.
HTZ,GOOG/NYSE_HTZ,Hertz Global Holdings Inc.
MHK,GOOG/NYSE_MHK,Mohawk Industries Inc.
HNT,GOOG/NYSE_HNT,Health Net Inc.
LAZ,GOOG/NYSE_LAZ,Lazard Ltd.
NCR,GOOG/NYSE_NCR,NCR Corp.
NZT,GOOG/NYSE_NZT,Telecom Corp. of New Zealand Ltd.
SOA,GOOG/NYSE_SOA,Solutia Inc.
TW,GOOG/NYSE_TW,Towers Watson & Co. Cl A
EV,GOOG/NYSE_EV,Eaton Vance Corp.
NVR,GOOG/NYSE_NVR,NVR Inc.
TOL,GOOG/NYSE_TOL,Toll Brothers Inc.
SD,GOOG/NYSE_SD,SandRidge Energy Inc.
UA,GOOG/NYSE_UA,Under Armour Inc. Cl A
EDU,GOOG/NYSE_EDU,New Oriental Education & Technology Group Inc.
PBI,GOOG/NYSE_PBI,Pitney Bowes Inc.
AGP,GOOG/NYSE_AGP,AMERIGROUP Corp.
PDS,GOOG/NYSE_PDS,Precision Drilling Corp.
HCC,GOOG/NYSE_HCC,HCC Insurance Holdings Inc.
AFG,GOOG/NYSE_AFG,American Financial Group Inc.
ATR,GOOG/NYSE_ATR,Aptargroup Inc.
AVY,GOOG/NYSE_AVY,Avery Dennison Corp.
CFR,GOOG/NYSE_CFR,Cullen/Frost Bankers Inc.
SBH,GOOG/NYSE_SBH,Sally Beauty Holdings Inc.
MDR,GOOG/NYSE_MDR,McDermott International Inc.
RPM,GOOG/NYSE_RPM,RPM International Inc.
JAH,GOOG/NYSE_JAH,Jarden Corp.
PVX,GOOG/NYSE_PVX,Provident Energy Ltd.
SON,GOOG/NYSE_SON,Sonoco Products Co.
CLH,GOOG/NYSE_CLH,Clean Harbors Inc.
AWC,GOOG/NYSE_AWC,Alumina Ltd.
WR,GOOG/NYSE_WR,Westar Energy Inc.
BMS,GOOG/NYSE_BMS,Bemis Co. Inc.
LEG,GOOG/NYSE_LEG,Leggett & Platt Inc.
SAN,GOOG/NYSE_SAN,Banco Santander-Chile
DDR,GOOG/NYSE_DDR,DDR Corp.
GT,GOOG/NYSE_GT,Goodyear Tire & Rubber Co.
UGI,GOOG/NYSE_UGI,UGI Corp.
GME,GOOG/NYSE_GME,GameStop Corp. Cl A
NAV,GOOG/NYSE_NAV,Navistar International Corp.
NBG,GOOG/NYSE_NBG,National Bank of Greece S.A.
NUS,GOOG/NYSE_NUS,Nu Skin Enterprises Inc. Cl A
TDW,GOOG/NYSE_TDW,Tidewater Inc.
CIM,GOOG/NYSE_CIM,Chimera Investment Corp.
HPT,GOOG/NYSE_HPT,Hospitality Properties Trust
WTR,GOOG/NYSE_WTR,Aqua America Inc.
WTM,GOOG/NYSE_WTM,White Mountains Insurance Group Ltd.
GGG,GOOG/NYSE_GGG,Graco Inc.
INT,GOOG/NYSE_INT,World Fuel Services Corp.
PKI,GOOG/NYSE_PKI,PerkinElmer Inc.
PDM,GOOG/NYSE_PDM,Piedmont Office Realty Trust Inc. Cl A
AIV,GOOG/NYSE_AIV,Apartment Investment & Management Co.
BR,GOOG/NYSE_BR,Broadridge Financial Solutions Inc.
BWC,GOOG/NYSE_BWC,Babcock & Wilcox Co.
ACI,GOOG/NYSE_ACI,Arch Coal Inc.
CSL,GOOG/NYSE_CSL,Carlisle Cos.
GIL,GOOG/NYSE_GIL,Gildan Activewear Inc.
TER,GOOG/NYSE_TER,Teradyne Inc.
WCG,GOOG/NYSE_WCG,WellCare Health Plans Inc.
EBR,GOOG/NYSE_EBR,Centrais Eletricas Brasileiras S/A
WRI,GOOG/NYSE_WRI,Weingarten Realty Investors
AGO,GOOG/NYSE_AGO,Assured Guaranty Ltd.
IM,GOOG/NYSE_IM,Ingram Micro Inc. Cl A
FBHS,GOOG/NYSE_FBHS,Fortune Brands Home & Security Inc.
KRC,GOOG/NYSE_KRC,Kilroy Realty Corp.
LXK,GOOG/NYSE_LXK,Lexmark International Inc.
PKG,GOOG/NYSE_PKG,Packaging Corp. of America
CVD,GOOG/NYSE_CVD,Covance Inc.
CYT,GOOG/NYSE_CYT,Cytec Industries Inc.
BMR,GOOG/NYSE_BMR,BioMed Realty Trust Inc.
ACC,GOOG/NYSE_ACC,American Campus Communities Inc.
ATO,GOOG/NYSE_ATO,Atmos Energy Corp.
BIG,GOOG/NYSE_BIG,Big Lots Inc.
PHM,GOOG/NYSE_PHM,PulteGroup Inc.
HME,GOOG/NYSE_HME,Home Properties Inc.
GXP,GOOG/NYSE_GXP,Great Plains Energy Inc.
SPR,GOOG/NYSE_SPR,Spirit AeroSystems Hldgs Inc. Cl A
TEX,GOOG/NYSE_TEX,Terex Corp.
TRN,GOOG/NYSE_TRN,Trinity Industries Inc.
BRO,GOOG/NYSE_BRO,Brown & Brown Inc.
WCC,GOOG/NYSE_WCC,Wesco International Inc.
AEO,GOOG/NYSE_AEO,American Eagle Outfitters Inc.
TDS,GOOG/NYSE_TDS,Telephone & Data Systems Inc.
SMS,GOOG/NYSE_SMS,Sims Metal Management Ltd.
CAE,GOOG/NYSE_CAE,CAE Inc.
DRQ,GOOG/NYSE_DRQ,Dril-Quip Inc.
VC,GOOG/NYSE_VC,Visteon Corp.
BRY,GOOG/NYSE_BRY,Berry Petroleum Co. Cl A
IRE,GOOG/NYSE_IRE,Governor & Co. of the Bank of Ireland
KNM,GOOG/NYSE_KNM,Konami Corp.
KOF,GOOG/NYSE_KOF,Coca-Cola Femsa S.A.B. de C.V.
ARCO,GOOG/NYSE_ARCO,Arcos Dorados Holdings Inc. Cl A
HBI,GOOG/NYSE_HBI,Hanesbrands Inc.
BID,GOOG/NYSE_BID,Sotheby's
DEI,GOOG/NYSE_DEI,Douglas Emmett Inc.
AUQ,GOOG/NYSE_AUQ,AuRico Gold Inc.
WDR,GOOG/NYSE_WDR,Waddell & Reed Financial Inc.
AYI,GOOG/NYSE_AYI,Acuity Brands Inc.
KEG,GOOG/NYSE_KEG,Key Energy Services Inc.
FLO,GOOG/NYSE_FLO,Flowers Foods Inc.
R,GOOG/NYSE_R,Ryder System Inc.
URI,GOOG/NYSE_URI,United Rentals Inc.
KOG,GOOG/NYSE_KOG,Kodiak Oil & Gas Corp.
RBC,GOOG/NYSE_RBC,Regal-Beloit Corp.
HUN,GOOG/NYSE_HUN,Huntsman Corp.
ATW,GOOG/NYSE_ATW,Atwood Oceanics Inc.
MFA,GOOG/NYSE_MFA,MFA Financial Inc.
ELS,GOOG/NYSE_ELS,Equity Lifestyle Properties Inc.
PRA,GOOG/NYSE_PRA,ProAssurance Corp.
ORI,GOOG/NYSE_ORI,Old Republic International Corp.
BIN,GOOG/NYSE_BIN,Progressive Waste Solutions Ltd.
AWH,GOOG/NYSE_AWH,Allied World Assurance Co. Holdings Ltd.
CLC,GOOG/NYSE_CLC,Clarcor Inc.
Y,GOOG/NYSE_Y,Alleghany Corp.
NNN,GOOG/NYSE_NNN,National Retail Properties Inc.
CVI,GOOG/NYSE_CVI,CVR Energy Inc.
CHS,GOOG/NYSE_CHS,Chico's Fas Inc.
SCI,GOOG/NYSE_SCI,Service Corp. International
CDE,GOOG/NYSE_CDE,Coeur d'Alene Mines Corp.
SIX,GOOG/NYSE_SIX,Six Flags Entertainment Corp.
WRC,GOOG/NYSE_WRC,Warnaco Group Inc.
TGI,GOOG/NYSE_TGI,Triumph Group Inc.
CBL,GOOG/NYSE_CBL,CBL & Associates Properties Inc.
CR,GOOG/NYSE_CR,Crane Co.
EXR,GOOG/NYSE_EXR,Extra Space Storage Inc.
HXL,GOOG/NYSE_HXL,Hexcel Corp.
THC,GOOG/NYSE_THC,Tenet Healthcare Corp.
SKT,GOOG/NYSE_SKT,Tanger Factory Outlet Centers Inc.
CLI,GOOG/NYSE_CLI,Mack-Cali Realty Corp.
FRC,GOOG/NYSE_FRC,First Republic Bank
VMI,GOOG/NYSE_VMI,Valmont Industries Inc.
MR,GOOG/NYSE_MR,Mindray Medical International Ltd.
ACM,GOOG/NYSE_ACM,AECOM Technology Corp.
CBT,GOOG/NYSE_CBT,Cabot Corp.
FHN,GOOG/NYSE_FHN,First Horizon National Corp.
TFX,GOOG/NYSE_TFX,Teleflex Inc.
WXS,GOOG/NYSE_WXS,Wright Express Corp.
ALK,GOOG/NYSE_ALK,Alaska Air Group Inc.
CNC,GOOG/NYSE_CNC,Centene Corp.
OAS,GOOG/NYSE_OAS,Oasis Petroleum Inc.
CNL,GOOG/NYSE_CNL,Cleco Corp.
HE,GOOG/NYSE_HE,Hawaiian Electric Industries Inc.
UNT,GOOG/NYSE_UNT,Unit Corp.
CMP,GOOG/NYSE_CMP,Compass Minerals International Inc.
DBD,GOOG/NYSE_DBD,Diebold Inc.
GWR,GOOG/NYSE_GWR,Genesee & Wyoming Inc. Cl A
VVC,GOOG/NYSE_VVC,Vectren Corp.
WTW,GOOG/NYSE_WTW,Weight Watchers International Inc.
PL,GOOG/NYSE_PL,Protective Life Corp.
PNY,GOOG/NYSE_PNY,Piedmont Natural Gas Co.
DAN,GOOG/NYSE_DAN,Dana Holding Corp.
JW/A,GOOG/NYSE_JW/A,John Wiley & Sons Inc. Cl A
CXW,GOOG/NYSE_CXW,Corrections Corp. of America
TEN,GOOG/NYSE_TEN,Tenneco Inc.
MAA,GOOG/NYSE_MAA,Mid-America Apartment Communities Inc.
HIW,GOOG/NYSE_HIW,Highwoods Properties Inc.
NSR,GOOG/NYSE_NSR,NeuStar Inc. Cl A
CYN,GOOG/NYSE_CYN,City National Corp.
RBA,GOOG/NYSE_RBA,Ritchie Bros. Auctioneers Inc.
VLY,GOOG/NYSE_VLY,Valley National Bancorp
CYH,GOOG/NYSE_CYH,Community Health Systems Inc.
LHO,GOOG/NYSE_LHO,LaSalle Hotel Properties
CPA,GOOG/NYSE_CPA,Copa Holdings S.A. Cl A
CRS,GOOG/NYSE_CRS,Carpenter Technology Corp.
JEF,GOOG/NYSE_JEF,Jefferies Group Inc.
PPS,GOOG/NYSE_PPS,Post Properties Inc.
DF,GOOG/NYSE_DF,Dean Foods Co.
HRC,GOOG/NYSE_HRC,Hill-Rom Holdings Inc.
ALR,GOOG/NYSE_ALR,Alere Inc.
TDY,GOOG/NYSE_TDY,Teledyne Technologies Inc.
SWI,GOOG/NYSE_SWI,SolarWinds Inc.
CRI,GOOG/NYSE_CRI,Carters Inc.
DTG,GOOG/NYSE_DTG,Dollar Thrifty Automotive Group Inc.
OSK,GOOG/NYSE_OSK,Oshkosh Corp.
BOH,GOOG/NYSE_BOH,Bank of Hawaii Corp.
DFG,GOOG/NYSE_DFG,Delphi Financial Group Inc. Cl A
GES,GOOG/NYSE_GES,Guess? Inc.
OHI,GOOG/NYSE_OHI,Omega Healthcare Investors Inc.
SHAW,GOOG/NYSE_SHAW,Shaw Group Inc.
VR,GOOG/NYSE_VR,Validus Holdings Ltd.
DV,GOOG/NYSE_DV,DeVry Inc.
ITT,GOOG/NYSE_ITT,ITT Corp.
AG,GOOG/NYSE_AG,First Majestic Silver Corp.
ACH,GOOG/NYSE_ACH,Aluminum Corp. of China Ltd.
ATE,GOOG/NYSE_ATE,Advantest Corp.
BC,GOOG/NYSE_BC,Brunswick Corp.
CKH,GOOG/NYSE_CKH,SEACOR Holding Inc.
EAT,GOOG/NYSE_EAT,Brinker International Inc.
MRX,GOOG/NYSE_MRX,Medicis Pharmaceutical Corp.
HTS,GOOG/NYSE_HTS,Hatteras Financial Corp.
WGL,GOOG/NYSE_WGL,WGL Holdings Inc.
HBM,GOOG/NYSE_HBM,HudBay Minerals Inc.
AXE,GOOG/NYSE_AXE,Anixter International Inc.
MTW,GOOG/NYSE_MTW,Manitowoc Co.
CPL,GOOG/NYSE_CPL,CPFL Energia S.A.
EPR,GOOG/NYSE_EPR,Entertainment Properties Trust
FII,GOOG/NYSE_FII,Federated Investors Inc.
LTM,GOOG/NYSE_LTM,Life Time Fitness Inc.
THS,GOOG/NYSE_THS,TreeHouse Foods Inc.
CNK,GOOG/NYSE_CNK,Cinemark Holdings Inc.
YPF,GOOG/NYSE_YPF,YPF S.A.
DDS,GOOG/NYSE_DDS,Dillard's Inc.
DLB,GOOG/NYSE_DLB,Dolby Laboratories Inc. Cl A
CZZ,GOOG/NYSE_CZZ,Cosan  Cl A
IDA,GOOG/NYSE_IDA,IDACORP Inc.
SF,GOOG/NYSE_SF,Stifel Financial Corp.
ESL,GOOG/NYSE_ESL,Esterline Technologies Corp.
SMG,GOOG/NYSE_SMG,Scotts Miracle-Gro Co.
MW,GOOG/NYSE_MW,Men's Wearhouse Inc.
ATK,GOOG/NYSE_ATK,Alliant Techsystems Inc.
ESI,GOOG/NYSE_ESI,ITT Educational Services Inc.
GMT,GOOG/NYSE_GMT,GATX Corp.
HLS,GOOG/NYSE_HLS,HealthSouth Corp.
TTC,GOOG/NYSE_TTC,Toro Co.
NLSN,GOOG/NYSE_NLSN,Nielsen Holdings N.V.
ATU,GOOG/NYSE_ATU,Actuant Corp. Cl A
DST,GOOG/NYSE_DST,DST Systems Inc.
NJR,GOOG/NYSE_NJR,New Jersey Resources Corp.
XLS,GOOG/NYSE_XLS,Exelis Inc.
WRE,GOOG/NYSE_WRE,Washington Real Estate Investment Trust
BIO,GOOG/NYSE_BIO,Bio-Rad Laboratories Inc. Cl A
FCE/A,GOOG/NYSE_FCE/A,Forest City Enterprises Inc. Cl A
SWX,GOOG/NYSE_SWX,Southwest Gas Corp.
IVR,GOOG/NYSE_IVR,Invesco Mortgage Capital Inc.
AHL,GOOG/NYSE_AHL,Aspen Insurance Holdings Ltd.
HLX,GOOG/NYSE_HLX,Helix Energy Solutions Group Inc.
HNP,GOOG/NYSE_HNP,Huaneng Power International Inc.
OMI,GOOG/NYSE_OMI,Owens & Minor Inc.
RBN,GOOG/NYSE_RBN,Robbins & Myers Inc.
AAN,GOOG/NYSE_AAN,Aaron's Inc.
WPO,GOOG/NYSE_WPO,Washington Post Co. Cl B
DAR,GOOG/NYSE_DAR,Darling International Inc.
PB,GOOG/NYSE_PB,Prosperity Bancshares Inc.
